Product Title,AverageSentimentScore,TotalReviews
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",0.7026,50
"IQOO Z9s 5G (Onyx Green, 128 GB) Reviews",0.633125,64
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",0.616269047624,100
"SAMSUNG Galaxy A23 5G (Silver, 128 GB) Reviews",0.5287037037041667,48
"vivo V40e 5G (Royal Bronze, 128 GB) Reviews",0.51154666666,50
